id,nome,email,banco,cidade,estado,username,senha,tipo,cpf,rg,data_nascimento,endereco,telefone,renda,profissao,estado_civil,situacao_prof,data_criacao,ativo,motivo_inativacao,data_inativacao,conta_bloqueada,saldo_pendente
233,Usuário 233,user233@demo.com,Banco do Brasil,Curitiba,PR,user233,123456,normal,00000000233,000000233,2001-01-02,Rua 233,981278352,9115.11,Programador,divorciado,Autônomo,2025-05-14 23:25:03.237760,1,,,0,
234,Usuário 234,user234@demo.com,Inter,Salvador,BA,user234,123456,normal,00000000234,000000234,1986-06-05,Rua 234,373535066,5611.12,Médico,solteiro,PJ,2025-05-14 23:25:03.237925,1,,,0,
235,Usuário 235,user235@demo.com,Nubank,Rio de Janeiro,RJ,user235,123456,normal,00000000235,000000235,2001-02-06,Rua 235,291475293,2629.38,Engenheiro,solteiro,Desempregado,2025-05-14 23:25:03.237948,1,,,0,
236,Usuário 236,user236@demo.com,Banco do Brasil,Salvador,BA,user236,123456,normal,00000000236,000000236,1985-09-13,Rua 236,966831325,7372.66,Estudante,divorciado,Desempregado,2025-05-14 23:25:03.237963,1,,,0,
237,Usuário 237,user237@demo.com,Santander,Curitiba,PR,user237,123456,normal,00000000237,000000237,2007-04-28,Rua 237,941131677,2318.31,Médico,solteiro,PJ,2025-05-14 23:25:03.237976,1,,,0,
238,Usuário 238,user238@demo.com,Santander,Belo Horizonte,MG,user238,123456,normal,00000000238,000000238,1996-09-18,Rua 238,100265072,3233.38,Analista,solteiro,Desempregado,2025-05-14 23:25:03.237991,1,,,0,
239,Usuário 239,user239@demo.com,C6 Bank,Recife,PE,user239,123456,normal,00000000239,000000239,2000-01-17,Rua 239,424869522,5003.75,Engenheiro,solteiro,Desempregado,2025-05-14 23:25:03.238005,1,,,0,
240,Usuário 240,user240@demo.com,Inter,Recife,PE,user240,123456,normal,00000000240,000000240,1991-07-17,Rua 240,609466879,3549.92,Gerente,casado,CLT,2025-05-14 23:25:03.238019,1,,,0,
241,Usuário 241,user241@demo.com,Nubank,Fortaleza,CE,user241,123456,normal,00000000241,000000241,1985-12-14,Rua 241,278366024,9454.9,Advogado,divorciado,PJ,2025-05-14 23:25:03.238033,1,,,0,
242,Usuário 242,user242@demo.com,PagBank,Recife,PE,user242,123456,normal,00000000242,000000242,1997-06-23,Rua 242,626233893,6951.0,Advogado,divorciado,CLT,2025-05-14 23:25:03.238047,1,,,0,
243,Usuário 243,user243@demo.com,Inter,Campinas,SP,user243,123456,normal,00000000243,000000243,1992-10-03,Rua 243,473855956,1780.12,Designer,casado,Autônomo,2025-05-14 23:25:03.238062,1,,,0,
244,Usuário 244,user244@demo.com,Nubank,Recife,PE,user244,123456,normal,00000000244,000000244,1993-07-17,Rua 244,701074248,8762.95,Médico,casado,Autônomo,2025-05-14 23:25:03.238076,1,,,0,
245,Usuário 245,user245@demo.com,Itaú,Belo Horizonte,MG,user245,123456,normal,00000000245,000000245,2002-12-27,Rua 245,574680393,3609.91,Médico,solteiro,Autônomo,2025-05-14 23:25:03.238089,1,,,0,
246,Usuário 246,user246@demo.com,Bradesco,Salvador,BA,user246,123456,normal,00000000246,000000246,1986-12-12,Rua 246,496068382,9158.07,Gerente,solteiro,Autônomo,2025-05-14 23:25:03.238102,1,,,0,
247,Usuário 247,user247@demo.com,Banco do Brasil,São Paulo,SP,user247,123456,normal,00000000247,000000247,1992-12-27,Rua 247,614037655,3982.94,Advogado,casado,CLT,2025-05-14 23:25:03.238116,1,,,0,
248,Usuário 248,user248@demo.com,Itaú,Fortaleza,CE,user248,123456,normal,00000000248,000000248,1988-01-08,Rua 248,870978314,9275.75,Estudante,divorciado,Desempregado,2025-05-14 23:25:03.238131,1,,,0,
249,Usuário 249,user249@demo.com,Santander,Brasília,DF,user249,123456,normal,00000000249,000000249,1996-10-05,Rua 249,905237642,8749.37,Gerente,solteiro,CLT,2025-05-14 23:25:03.238144,1,,,0,
250,Usuário 250,user250@demo.com,Itaú,Salvador,BA,user250,123456,normal,00000000250,000000250,1993-08-19,Rua 250,865911268,1531.92,Professor,solteiro,CLT,2025-05-14 23:25:03.238158,1,,,0,
251,Usuário 251,user251@demo.com,Bradesco,Recife,PE,user251,123456,normal,00000000251,000000251,2006-02-14,Rua 251,576073508,6374.78,Analista,casado,CLT,2025-05-14 23:25:03.238171,1,,,0,
252,Usuário 252,user252@demo.com,Banco do Brasil,Campinas,SP,user252,123456,normal,00000000252,000000252,1988-04-04,Rua 252,308501740,6551.05,Analista,casado,Autônomo,2025-05-14 23:25:03.238185,1,,,0,
253,Usuário 253,user253@demo.com,Caixa,Belo Horizonte,MG,user253,123456,normal,00000000253,000000253,1995-10-20,Rua 253,115216218,9405.45,Programador,casado,CLT,2025-05-14 23:25:03.238199,1,,,0,
254,Usuário 254,user254@demo.com,Nubank,Rio de Janeiro,RJ,user254,123456,normal,00000000254,000000254,1988-11-16,Rua 254,917432212,5015.26,Advogado,solteiro,PJ,2025-05-14 23:25:03.238228,1,,,0,
255,Usuário 255,user255@demo.com,Itaú,Brasília,DF,user255,123456,normal,00000000255,000000255,2001-03-14,Rua 255,753403071,1986.83,Gerente,casado,PJ,2025-05-14 23:25:03.238242,1,,,0,
256,Usuário 256,user256@demo.com,Banco do Brasil,São Paulo,SP,user256,123456,normal,00000000256,000000256,2001-03-29,Rua 256,701896059,3506.85,Designer,casado,CLT,2025-05-14 23:25:03.238256,1,,,0,
257,Usuário 257,user257@demo.com,C6 Bank,Fortaleza,CE,user257,123456,normal,00000000257,000000257,2005-05-27,Rua 257,224835032,9180.11,Professor,divorciado,CLT,2025-05-14 23:25:03.238270,1,,,0,
258,Usuário 258,user258@demo.com,Caixa,Belo Horizonte,MG,user258,123456,normal,00000000258,000000258,1994-02-14,Rua 258,772833401,9657.66,Professor,solteiro,PJ,2025-05-14 23:25:03.238284,1,,,0,
259,Usuário 259,user259@demo.com,C6 Bank,Salvador,BA,user259,123456,normal,00000000259,000000259,2005-07-23,Rua 259,877686250,9432.37,Advogado,divorciado,PJ,2025-05-14 23:25:03.238298,1,,,0,
260,Usuário 260,user260@demo.com,Banco do Brasil,Belo Horizonte,MG,user260,123456,normal,00000000260,000000260,2006-03-09,Rua 260,507281502,7059.14,Professor,casado,PJ,2025-05-14 23:25:03.238311,1,,,0,
261,Usuário 261,user261@demo.com,Caixa,Fortaleza,CE,user261,123456,normal,00000000261,000000261,1998-02-04,Rua 261,342623109,8352.75,Advogado,solteiro,PJ,2025-05-14 23:25:03.238324,1,,,0,
262,Usuário 262,user262@demo.com,Banco do Brasil,Porto Alegre,RS,user262,123456,normal,00000000262,000000262,1991-09-26,Rua 262,572015104,2645.45,Vendedor,casado,Autônomo,2025-05-14 23:25:03.238337,1,,,0,
263,Usuário 263,user263@demo.com,PagBank,Salvador,BA,user263,123456,normal,00000000263,000000263,1997-04-18,Rua 263,990668920,6310.26,Professor,solteiro,Desempregado,2025-05-14 23:25:03.238351,1,,,0,
264,Usuário 264,user264@demo.com,PagBank,Belo Horizonte,MG,user264,123456,normal,00000000264,000000264,1994-08-17,Rua 264,326197454,9937.56,Programador,casado,Autônomo,2025-05-14 23:25:03.238364,1,,,0,
265,Usuário 265,user265@demo.com,Caixa,Curitiba,PR,user265,123456,normal,00000000265,000000265,1991-09-09,Rua 265,640913819,5516.11,Advogado,solteiro,PJ,2025-05-14 23:25:03.238377,1,,,0,
266,Usuário 266,user266@demo.com,Nubank,Porto Alegre,RS,user266,123456,normal,00000000266,000000266,1996-11-21,Rua 266,380081168,314.48,Engenheiro,divorciado,PJ,2025-05-14 23:25:03.238390,1,,,0,
267,Usuário 267,user267@demo.com,Santander,Brasília,DF,user267,123456,normal,00000000267,000000267,1996-11-25,Rua 267,730093997,3229.91,Estudante,casado,CLT,2025-05-14 23:25:03.238403,1,,,0,
268,Usuário 268,user268@demo.com,Bradesco,Salvador,BA,user268,123456,normal,00000000268,000000268,1993-04-06,Rua 268,485348915,8693.29,Analista,solteiro,Desempregado,2025-05-14 23:25:03.238416,1,,,0,
269,Usuário 269,user269@demo.com,Caixa,Brasília,DF,user269,123456,normal,00000000269,000000269,1999-10-30,Rua 269,795657256,9029.8,Professor,casado,Autônomo,2025-05-14 23:25:03.238431,1,,,0,
270,Usuário 270,user270@demo.com,C6 Bank,Belo Horizonte,MG,user270,123456,normal,00000000270,000000270,1995-02-12,Rua 270,299888553,7520.45,Vendedor,divorciado,Desempregado,2025-05-14 23:25:03.238450,1,,,0,
271,Usuário 271,user271@demo.com,Inter,Fortaleza,CE,user271,123456,normal,00000000271,000000271,1990-12-27,Rua 271,528781058,4735.72,Médico,casado,Autônomo,2025-05-14 23:25:03.238464,1,,,0,
272,Usuário 272,user272@demo.com,Caixa,Fortaleza,CE,user272,123456,normal,00000000272,000000272,1996-07-22,Rua 272,828593785,4011.53,Analista,solteiro,CLT,2025-05-14 23:25:03.238477,1,,,0,
273,Usuário 273,user273@demo.com,Inter,Recife,PE,user273,123456,normal,00000000273,000000273,1990-01-07,Rua 273,389224147,9539.82,Programador,divorciado,CLT,2025-05-14 23:25:03.238491,1,,,0,
274,Usuário 274,user274@demo.com,PagBank,Belo Horizonte,MG,user274,123456,normal,00000000274,000000274,2003-08-25,Rua 274,422748286,8865.95,Gerente,solteiro,PJ,2025-05-14 23:25:03.238504,1,,,0,
275,Usuário 275,user275@demo.com,Caixa,Belo Horizonte,MG,user275,123456,normal,00000000275,000000275,1989-09-11,Rua 275,157767414,9703.25,Advogado,solteiro,Autônomo,2025-05-14 23:25:03.238518,1,,,0,
276,Usuário 276,user276@demo.com,Inter,Brasília,DF,user276,123456,normal,00000000276,000000276,2003-09-03,Rua 276,594552310,8.43,Professor,solteiro,PJ,2025-05-14 23:25:03.238531,1,,,0,
277,Usuário 277,user277@demo.com,Banco do Brasil,Porto Alegre,RS,user277,123456,normal,00000000277,000000277,2005-07-30,Rua 277,298205935,2361.84,Médico,casado,CLT,2025-05-14 23:25:03.238543,1,,,0,
278,Usuário 278,user278@demo.com,Santander,Curitiba,PR,user278,123456,normal,00000000278,000000278,1992-01-09,Rua 278,696300619,8456.68,Designer,solteiro,Desempregado,2025-05-14 23:25:03.238556,1,,,0,
279,Usuário 279,user279@demo.com,Caixa,Belo Horizonte,MG,user279,123456,normal,00000000279,000000279,2005-02-20,Rua 279,605518396,5498.29,Programador,divorciado,PJ,2025-05-14 23:25:03.238569,1,,,0,
280,Usuário 280,user280@demo.com,Inter,Brasília,DF,user280,123456,normal,00000000280,000000280,1988-09-25,Rua 280,597662137,7062.24,Engenheiro,casado,PJ,2025-05-14 23:25:03.238583,1,,,0,
281,Usuário 281,user281@demo.com,Santander,Salvador,BA,user281,123456,normal,00000000281,000000281,1998-05-31,Rua 281,930282074,3271.12,Advogado,divorciado,Desempregado,2025-05-14 23:25:03.238596,1,,,0,
282,Usuário 282,user282@demo.com,Inter,Fortaleza,CE,user282,123456,normal,00000000282,000000282,1995-05-27,Rua 282,176940902,3468.67,Estudante,solteiro,PJ,2025-05-14 23:25:03.238609,1,,,0,
283,Usuário 283,user283@demo.com,Santander,Fortaleza,CE,user283,123456,normal,00000000283,000000283,1990-02-27,Rua 283,352498535,3691.33,Designer,divorciado,CLT,2025-05-14 23:25:03.238622,1,,,0,
284,Usuário 284,user284@demo.com,Inter,Fortaleza,CE,user284,123456,normal,00000000284,000000284,1986-11-13,Rua 284,182967632,6455.77,Professor,casado,PJ,2025-05-14 23:25:03.238635,1,,,0,
285,Usuário 285,user285@demo.com,Nubank,São Paulo,SP,user285,123456,normal,00000000285,000000285,2000-08-10,Rua 285,567507869,928.5,Programador,divorciado,PJ,2025-05-14 23:25:03.238647,1,,,0,
286,Usuário 286,user286@demo.com,Santander,Recife,PE,user286,123456,normal,00000000286,000000286,2000-12-27,Rua 286,434032573,3868.16,Vendedor,solteiro,Autônomo,2025-05-14 23:25:03.238660,1,,,0,
287,Usuário 287,user287@demo.com,Santander,Recife,PE,user287,123456,normal,00000000287,000000287,2003-09-18,Rua 287,527581324,6823.4,Engenheiro,casado,CLT,2025-05-14 23:25:03.238673,1,,,0,
288,Usuário 288,user288@demo.com,Bradesco,Salvador,BA,user288,123456,normal,00000000288,000000288,1992-09-02,Rua 288,534300167,8035.5,Analista,solteiro,Autônomo,2025-05-14 23:25:03.238686,1,,,0,
289,Usuário 289,user289@demo.com,PagBank,Belo Horizonte,MG,user289,123456,normal,00000000289,000000289,1998-10-08,Rua 289,836907565,4546.92,Vendedor,divorciado,Desempregado,2025-05-14 23:25:03.238699,1,,,0,
290,Usuário 290,user290@demo.com,Itaú,Recife,PE,user290,123456,normal,00000000290,000000290,2000-08-02,Rua 290,556320088,2586.49,Engenheiro,divorciado,Desempregado,2025-05-14 23:25:03.238712,1,,,0,
291,Usuário 291,user291@demo.com,Caixa,Campinas,SP,user291,123456,normal,00000000291,000000291,1989-11-12,Rua 291,608467523,7120.23,Gerente,casado,CLT,2025-05-14 23:25:03.238725,1,,,0,
292,Usuário 292,user292@demo.com,Inter,Belo Horizonte,MG,user292,123456,normal,00000000292,000000292,1995-06-16,Rua 292,915625869,3834.72,Engenheiro,solteiro,CLT,2025-05-14 23:25:03.238739,1,,,0,
293,Usuário 293,user293@demo.com,Banco do Brasil,Salvador,BA,user293,123456,normal,00000000293,000000293,2002-12-13,Rua 293,652865676,8128.35,Vendedor,casado,CLT,2025-05-14 23:25:03.238752,1,,,0,
294,Usuário 294,user294@demo.com,Banco do Brasil,Brasília,DF,user294,123456,normal,00000000294,000000294,2006-06-27,Rua 294,230514870,8678.97,Vendedor,casado,CLT,2025-05-14 23:25:03.238765,1,,,0,
295,Usuário 295,user295@demo.com,Caixa,Fortaleza,CE,user295,123456,normal,00000000295,000000295,2001-09-20,Rua 295,557094619,3374.62,Advogado,solteiro,Autônomo,2025-05-14 23:25:03.238778,1,,,0,
296,Usuário 296,user296@demo.com,Banco do Brasil,Belo Horizonte,MG,user296,123456,normal,00000000296,000000296,1999-05-18,Rua 296,547815017,175.19,Designer,casado,CLT,2025-05-14 23:25:03.238791,1,,,0,
297,Usuário 297,user297@demo.com,Bradesco,Fortaleza,CE,user297,123456,normal,00000000297,000000297,1999-05-15,Rua 297,885876277,366.12,Programador,solteiro,PJ,2025-05-14 23:25:03.238805,1,,,0,
298,Usuário 298,user298@demo.com,PagBank,Rio de Janeiro,RJ,user298,123456,normal,00000000298,000000298,2005-04-05,Rua 298,235350127,7267.87,Vendedor,casado,Autônomo,2025-05-14 23:25:03.238818,1,,,0,
299,Usuário 299,user299@demo.com,C6 Bank,Salvador,BA,user299,123456,normal,00000000299,000000299,1991-12-05,Rua 299,762757621,2441.01,Gerente,divorciado,Desempregado,2025-05-14 23:25:03.238831,1,,,0,
300,Usuário 300,user300@demo.com,Bradesco,São Paulo,SP,user300,123456,normal,00000000300,000000300,2000-01-21,Rua 300,500285937,382.87,Estudante,divorciado,CLT,2025-05-14 23:25:03.238844,1,,,0,
301,Usuário 301,user301@demo.com,PagBank,Recife,PE,user301,123456,normal,00000000301,000000301,1985-05-24,Rua 301,878891323,787.65,Advogado,casado,Desempregado,2025-05-14 23:25:03.238858,1,,,0,
302,Usuário 302,user302@demo.com,Santander,São Paulo,SP,user302,123456,normal,00000000302,000000302,1986-01-24,Rua 302,901834996,2568.58,Engenheiro,casado,CLT,2025-05-14 23:25:03.238871,1,,,0,
303,Usuário 303,user303@demo.com,Banco do Brasil,Curitiba,PR,user303,123456,normal,00000000303,000000303,2000-07-31,Rua 303,760975575,5140.4,Médico,divorciado,CLT,2025-05-14 23:25:03.238885,1,,,0,
304,Usuário 304,user304@demo.com,C6 Bank,Salvador,BA,user304,123456,normal,00000000304,000000304,2002-07-22,Rua 304,916815851,9354.78,Advogado,divorciado,PJ,2025-05-14 23:25:03.238899,1,,,0,
305,Usuário 305,user305@demo.com,PagBank,Porto Alegre,RS,user305,123456,normal,00000000305,000000305,1992-04-27,Rua 305,149115293,6046.23,Professor,divorciado,Autônomo,2025-05-14 23:25:03.238913,1,,,0,
306,Usuário 306,user306@demo.com,Itaú,Porto Alegre,RS,user306,123456,normal,00000000306,000000306,1998-04-01,Rua 306,322410957,187.19,Programador,divorciado,PJ,2025-05-14 23:25:03.238926,1,,,0,
307,Usuário 307,user307@demo.com,Banco do Brasil,Porto Alegre,RS,user307,123456,normal,00000000307,000000307,1997-01-03,Rua 307,743256662,7902.58,Designer,solteiro,PJ,2025-05-14 23:25:03.238940,1,,,0,
308,Usuário 308,user308@demo.com,Itaú,Curitiba,PR,user308,123456,normal,00000000308,000000308,1991-06-24,Rua 308,448546080,2210.58,Estudante,casado,Desempregado,2025-05-14 23:25:03.238953,1,,,0,
309,Usuário 309,user309@demo.com,Inter,Fortaleza,CE,user309,123456,normal,00000000309,000000309,1993-02-21,Rua 309,739124162,3287.52,Programador,casado,CLT,2025-05-14 23:25:03.238966,1,,,0,
310,Usuário 310,user310@demo.com,Caixa,Salvador,BA,user310,123456,normal,00000000310,000000310,2000-03-18,Rua 310,471907995,8226.29,Professor,casado,Desempregado,2025-05-14 23:25:03.238981,1,,,0,
311,Usuário 311,user311@demo.com,PagBank,Curitiba,PR,user311,123456,normal,00000000311,000000311,1991-09-25,Rua 311,282550509,6729.86,Advogado,casado,CLT,2025-05-14 23:25:03.238994,1,,,0,
312,Usuário 312,user312@demo.com,Bradesco,Fortaleza,CE,user312,123456,normal,00000000312,000000312,1993-03-21,Rua 312,622416756,5613.26,Designer,solteiro,PJ,2025-05-14 23:25:03.239008,1,,,0,
313,Usuário 313,user313@demo.com,Caixa,Campinas,SP,user313,123456,normal,00000000313,000000313,2000-07-24,Rua 313,413342602,7508.58,Vendedor,divorciado,Desempregado,2025-05-14 23:25:03.239022,1,,,0,
314,Usuário 314,user314@demo.com,Santander,São Paulo,SP,user314,123456,normal,00000000314,000000314,1993-05-14,Rua 314,728071202,1667.34,Designer,divorciado,Desempregado,2025-05-14 23:25:03.239035,1,,,0,
315,Usuário 315,user315@demo.com,Itaú,Recife,PE,user315,123456,normal,00000000315,000000315,1990-07-12,Rua 315,404822078,5564.39,Vendedor,solteiro,Desempregado,2025-05-14 23:25:03.239049,1,,,0,
316,Usuário 316,user316@demo.com,Santander,Campinas,SP,user316,123456,normal,00000000316,000000316,1998-11-22,Rua 316,751892005,9488.19,Engenheiro,solteiro,Desempregado,2025-05-14 23:25:03.239063,1,,,0,
317,Usuário 317,user317@demo.com,Nubank,Curitiba,PR,user317,123456,normal,00000000317,000000317,2004-11-24,Rua 317,712832797,2893.49,Professor,divorciado,Desempregado,2025-05-14 23:25:03.239077,1,,,0,
318,Usuário 318,user318@demo.com,Inter,Campinas,SP,user318,123456,normal,00000000318,000000318,1999-06-27,Rua 318,906681748,2177.53,Estudante,casado,Autônomo,2025-05-14 23:25:03.239091,1,,,0,
319,Usuário 319,user319@demo.com,Bradesco,Salvador,BA,user319,123456,normal,00000000319,000000319,1992-06-25,Rua 319,837492998,9602.39,Designer,divorciado,Desempregado,2025-05-14 23:25:03.239105,1,,,0,
320,Usuário 320,user320@demo.com,Inter,Curitiba,PR,user320,123456,normal,00000000320,000000320,1996-04-13,Rua 320,912638078,4639.14,Vendedor,solteiro,PJ,2025-05-14 23:25:03.239118,1,,,0,
321,Usuário 321,user321@demo.com,Banco do Brasil,Recife,PE,user321,123456,normal,00000000321,000000321,2007-04-22,Rua 321,671945444,8298.66,Vendedor,divorciado,PJ,2025-05-14 23:25:03.239131,1,,,0,
322,Usuário 322,user322@demo.com,Inter,Rio de Janeiro,RJ,user322,123456,normal,00000000322,000000322,1994-05-15,Rua 322,801265340,4181.0,Programador,casado,PJ,2025-05-14 23:25:03.239146,1,,,0,
323,Usuário 323,user323@demo.com,Nubank,São Paulo,SP,user323,123456,normal,00000000323,000000323,2004-04-09,Rua 323,754666903,6199.2,Engenheiro,divorciado,Desempregado,2025-05-14 23:25:03.239159,1,,,0,
324,Usuário 324,user324@demo.com,Caixa,São Paulo,SP,user324,123456,normal,00000000324,000000324,1993-09-14,Rua 324,368371844,1664.59,Vendedor,divorciado,CLT,2025-05-14 23:25:03.239181,1,,,0,
325,Usuário 325,user325@demo.com,Itaú,Salvador,BA,user325,123456,normal,00000000325,000000325,1990-09-19,Rua 325,745686685,8835.12,Programador,divorciado,PJ,2025-05-14 23:25:03.239195,1,,,0,
326,Usuário 326,user326@demo.com,C6 Bank,Belo Horizonte,MG,user326,123456,normal,00000000326,000000326,1999-02-07,Rua 326,876379876,8746.5,Professor,casado,PJ,2025-05-14 23:25:03.239208,1,,,0,
327,Usuário 327,user327@demo.com,Santander,Salvador,BA,user327,123456,normal,00000000327,000000327,2000-10-22,Rua 327,169592233,8944.46,Médico,divorciado,Desempregado,2025-05-14 23:25:03.239222,1,,,0,
328,Usuário 328,user328@demo.com,Nubank,Brasília,DF,user328,123456,normal,00000000328,000000328,1992-01-18,Rua 328,747733667,4436.53,Médico,solteiro,Desempregado,2025-05-14 23:25:03.239235,1,,,0,
329,Usuário 329,user329@demo.com,Bradesco,Campinas,SP,user329,123456,normal,00000000329,000000329,1989-05-10,Rua 329,748547358,8378.75,Professor,solteiro,Desempregado,2025-05-14 23:25:03.239250,1,,,0,
330,Usuário 330,user330@demo.com,Itaú,Rio de Janeiro,RJ,user330,123456,normal,00000000330,000000330,1990-08-04,Rua 330,134706089,6820.24,Programador,divorciado,Desempregado,2025-05-14 23:25:03.239263,1,,,0,
331,Usuário 331,user331@demo.com,Bradesco,Recife,PE,user331,123456,normal,00000000331,000000331,1989-10-26,Rua 331,547846556,9575.75,Gerente,solteiro,CLT,2025-05-14 23:25:03.239277,1,,,0,
332,Usuário 332,user332@demo.com,C6 Bank,Brasília,DF,user332,123456,normal,00000000332,000000332,1988-10-25,Rua 332,879570659,597.86,Programador,divorciado,CLT,2025-05-14 23:25:03.239290,1,,,0,
333,Usuário 333,user333@demo.com,Inter,Salvador,BA,user333,123456,normal,00000000333,000000333,1991-04-23,Rua 333,649283044,6292.68,Vendedor,casado,CLT,2025-05-14 23:25:03.239303,1,,,0,
334,Usuário 334,user334@demo.com,Santander,Rio de Janeiro,RJ,user334,123456,normal,00000000334,000000334,1988-05-19,Rua 334,381856258,7579.4,Estudante,solteiro,PJ,2025-05-14 23:25:03.239316,1,,,0,
335,Usuário 335,user335@demo.com,Inter,Salvador,BA,user335,123456,normal,00000000335,000000335,1992-08-27,Rua 335,464894655,1419.5,Médico,casado,PJ,2025-05-14 23:25:03.239329,1,,,0,
336,Usuário 336,user336@demo.com,Bradesco,Porto Alegre,RS,user336,123456,normal,00000000336,000000336,1999-12-24,Rua 336,789380446,6937.16,Vendedor,divorciado,Desempregado,2025-05-14 23:25:03.239342,1,,,0,
337,Usuário 337,user337@demo.com,Banco do Brasil,Curitiba,PR,user337,123456,normal,00000000337,000000337,1999-09-13,Rua 337,417067441,6891.94,Designer,casado,Autônomo,2025-05-14 23:25:03.239479,1,,,0,
338,Usuário 338,user338@demo.com,Banco do Brasil,Fortaleza,CE,user338,123456,normal,00000000338,000000338,1994-01-18,Rua 338,138380513,7613.23,Professor,divorciado,Autônomo,2025-05-14 23:25:03.239498,1,,,0,
339,Usuário 339,user339@demo.com,Nubank,São Paulo,SP,user339,123456,normal,00000000339,000000339,1987-08-22,Rua 339,498198359,5635.39,Advogado,casado,PJ,2025-05-14 23:25:03.239513,1,,,0,
340,Usuário 340,user340@demo.com,Banco do Brasil,Fortaleza,CE,user340,123456,normal,00000000340,000000340,1996-09-20,Rua 340,865662572,4398.62,Advogado,solteiro,PJ,2025-05-14 23:25:03.239526,1,,,0,
341,Usuário 341,user341@demo.com,Banco do Brasil,Belo Horizonte,MG,user341,123456,normal,00000000341,000000341,1988-02-10,Rua 341,512560249,2573.06,Médico,solteiro,PJ,2025-05-14 23:25:03.239539,1,,,0,
342,Usuário 342,user342@demo.com,Banco do Brasil,Fortaleza,CE,user342,123456,normal,00000000342,000000342,2004-01-20,Rua 342,727317312,120.67,Designer,divorciado,Desempregado,2025-05-14 23:25:03.239552,1,,,0,
343,Usuário 343,user343@demo.com,Santander,Brasília,DF,user343,123456,normal,00000000343,000000343,1985-07-28,Rua 343,469596475,6438.52,Estudante,divorciado,Autônomo,2025-05-14 23:25:03.239566,1,,,0,
344,Usuário 344,user344@demo.com,Caixa,Campinas,SP,user344,123456,normal,00000000344,000000344,1998-11-26,Rua 344,621028695,6483.77,Gerente,casado,PJ,2025-05-14 23:25:03.239580,1,,,0,
345,Usuário 345,user345@demo.com,Inter,Brasília,DF,user345,123456,normal,00000000345,000000345,2007-01-23,Rua 345,818059278,9469.48,Designer,solteiro,Autônomo,2025-05-14 23:25:03.239615,1,,,0,
346,Usuário 346,user346@demo.com,Nubank,Curitiba,PR,user346,123456,normal,00000000346,000000346,2004-01-06,Rua 346,398839041,6086.41,Engenheiro,divorciado,PJ,2025-05-14 23:25:03.239670,1,,,0,
347,Usuário 347,user347@demo.com,C6 Bank,Salvador,BA,user347,123456,normal,00000000347,000000347,1997-01-29,Rua 347,711397169,9127.03,Analista,divorciado,PJ,2025-05-14 23:25:03.239690,1,,,0,
348,Usuário 348,user348@demo.com,Caixa,Curitiba,PR,user348,123456,normal,00000000348,000000348,1992-06-25,Rua 348,135262255,3984.91,Engenheiro,casado,CLT,2025-05-14 23:25:03.239704,1,,,0,
349,Usuário 349,user349@demo.com,PagBank,Porto Alegre,RS,user349,123456,normal,00000000349,000000349,1985-10-24,Rua 349,674187598,8466.06,Gerente,solteiro,CLT,2025-05-14 23:25:03.239718,1,,,0,
350,Usuário 350,user350@demo.com,PagBank,Brasília,DF,user350,123456,normal,00000000350,000000350,2001-10-26,Rua 350,362736302,2560.72,Professor,divorciado,PJ,2025-05-14 23:25:03.239731,1,,,0,
351,Usuário 351,user351@demo.com,C6 Bank,Curitiba,PR,user351,123456,normal,00000000351,000000351,2003-05-27,Rua 351,143199628,9793.77,Advogado,divorciado,Autônomo,2025-05-14 23:25:03.239745,1,,,0,
352,Usuário 352,user352@demo.com,Nubank,Rio de Janeiro,RJ,user352,123456,normal,00000000352,000000352,1990-12-07,Rua 352,991949146,9174.67,Professor,divorciado,Autônomo,2025-05-14 23:25:03.239758,1,,,0,
353,Usuário 353,user353@demo.com,Nubank,São Paulo,SP,user353,123456,normal,00000000353,000000353,2002-04-11,Rua 353,361929216,5856.77,Estudante,casado,Desempregado,2025-05-14 23:25:03.239771,1,,,0,
354,Usuário 354,user354@demo.com,PagBank,Rio de Janeiro,RJ,user354,123456,normal,00000000354,000000354,1987-08-10,Rua 354,939035379,510.83,Engenheiro,solteiro,Desempregado,2025-05-14 23:25:03.239790,1,,,0,
355,Usuário 355,user355@demo.com,C6 Bank,Rio de Janeiro,RJ,user355,123456,normal,00000000355,000000355,2005-07-05,Rua 355,611139557,1973.96,Gerente,divorciado,PJ,2025-05-14 23:25:03.239804,1,,,0,
356,Usuário 356,user356@demo.com,C6 Bank,Fortaleza,CE,user356,123456,normal,00000000356,000000356,2000-08-26,Rua 356,711312655,96.02,Programador,solteiro,Desempregado,2025-05-14 23:25:03.239817,1,,,0,
357,Usuário 357,user357@demo.com,C6 Bank,Curitiba,PR,user357,123456,normal,00000000357,000000357,2007-05-15,Rua 357,370312117,7545.6,Estudante,casado,Desempregado,2025-05-14 23:25:03.239831,1,,,0,
358,Usuário 358,user358@demo.com,Caixa,Belo Horizonte,MG,user358,123456,normal,00000000358,000000358,1996-01-02,Rua 358,618917583,5142.0,Advogado,casado,PJ,2025-05-14 23:25:03.239845,1,,,0,
359,Usuário 359,user359@demo.com,Banco do Brasil,Salvador,BA,user359,123456,normal,00000000359,000000359,1992-03-06,Rua 359,702652974,5030.62,Vendedor,solteiro,PJ,2025-05-14 23:25:03.239859,1,,,0,
